	z_a	z_e	a	e	a_logits	e_logits	e_in
1687	[-0.7654011845588684, 2.310529947280884, -0.838726282119751, -1.578976035118103, -0.49526554346084595, -0.05016312003135681, -0.8249974846839905, 0.19887009263038635]	[-0.16208282113075256, 2.7232742309570312, 0.6783555150032043, 0.42748937010765076, -1.5254645347595215, 1.680550456047058, -1.1110090017318726, 1.1493892669677734, -4.694629669189453, -0.35789597034454346, -2.091367721557617, 0.7415033578872681, -2.9223642349243164, -2.1392619609832764, -2.4607460498809814, 1.933600664138794]	5.0	4.0	[0.5254424214363098, 0.917836606502533, 0.7233538627624512, -1.5122872591018677, 0.6352710723876953, 1.3248122930526733, -1.6476935148239136, -0.7104191184043884]	[-0.8034329414367676, -0.6490030288696289, -0.6996313333511353, 0.23977185785770416, 1.3177114725112915, -0.8069462180137634, -0.5333773493766785, -0.932104229927063, -1.0050956010818481, -1.1184544563293457, -0.9574743509292603]	3
1688	[-0.47695493698120117, -0.13873553276062012, 0.13512706756591797, 0.8881902098655701, 0.1170874759554863, 0.37185025215148926, -1.9959280490875244, -0.24463573098182678]	[0.16397255659103394, -0.5222911834716797, -0.6166729927062988, -1.5138914585113525, 2.28855037689209, 0.6437250375747681, 1.4868892431259155, 1.7402418851852417, 0.022364497184753418, -1.5468268394470215, -0.2706606090068817, 0.6012800931930542, 0.30027538537979126, 0.7223502993583679, 0.8978891372680664, -0.3982158899307251]	0.0	0.0	[0.8279508352279663, 0.5322480201721191, 0.6587543487548828, 0.5993560552597046, -0.16650407016277313, 0.29174351692199707, 0.4732630252838135, 0.5153848528862]	[1.8784936666488647, -0.5681705474853516, 0.14239005744457245, -0.5692865252494812, -1.0279171466827393, 0.10897289961576462, 1.146337866783142, 0.6057567596435547, 0.2907886505126953, 0.20678427815437317, 0.22334912419319153]	6
1689	[0.43894049525260925, 0.1138487458229065, -0.700929582118988, -0.1950821578502655, -0.6824402809143066, -0.008046314120292664, -0.34377366304397583, -1.016996145248413]	[1.5862265825271606, -0.36276859045028687, -2.0039432048797607, -0.9387105107307434, -0.36849987506866455, 0.6536481380462646, 0.7826928496360779, -0.322204053401947, -0.1814243048429489, -1.9207736253738403, -0.5857107639312744, 0.18872569501399994, 1.1581016778945923, 0.44240492582321167, 1.057631254196167, -0.43377548456192017]	5.0	0.0	[-0.6484396457672119, -0.2593207061290741, -0.19557251036167145, -0.4068525433540344, 0.390493243932724, 0.6591235399246216, 0.44036805629730225, -1.0274600982666016]	[2.1182169914245605, -0.6175063252449036, -0.6344298124313354, -0.6778354644775391, -0.5317379236221313, -0.5657577514648438, -0.45615464448928833, -0.6297171115875244, -0.7530621290206909, -0.6927826404571533, -0.686822235584259]	0
1690	[-0.45133697986602783, 2.0758070945739746, 0.5092827081680298, -1.4767982959747314, -0.5411933064460754, 0.4158490002155304, -2.1380631923675537, -0.007375180721282959]	[-1.622249722480774, 3.799955368041992, 1.2037118673324585, -0.12773467600345612, -0.24859023094177246, 2.184598207473755, -0.5034241676330566, -0.10813266038894653, -2.584317684173584, -1.3900842666625977, -2.6937732696533203, -1.4408793449401855, -2.5114622116088867, -4.322383403778076, -2.2132651805877686, 0.7348980903625488]	2.0	0.0	[1.3781030178070068, 1.3536871671676636, 1.7709916830062866, -0.4108412563800812, 0.7480322122573853, 1.4971182346343994, -0.9687197208404541, -0.7875370979309082]	[2.3543128967285156, -0.4667854905128479, -0.6817141175270081, -0.8878461122512817, -0.9941192865371704, -0.5609537363052368, -0.53769451379776, -0.9620301127433777, -0.9212120175361633, -0.9208808541297913, -0.7354509234428406]	0
1691	[0.13546065986156464, -0.5464110374450684, -0.8932477831840515, -0.3378680944442749, -0.28001701831817627, -0.6836054921150208, -0.7086039781570435, -1.0780346393585205]	[0.9016653299331665, -0.672690749168396, -0.6740571856498718, -0.7375759482383728, 1.9479200839996338, -0.26212313771247864, -0.2533276081085205, 1.086343765258789, 1.4899839162826538, -1.7477432489395142, 1.241847038269043, 1.8398969173431396, 0.6432839035987854, 0.9566574096679688, -0.4677598476409912, 0.9124295115470886]	4.0	0.0	[-1.1844984292984009, 0.15606705844402313, -0.6668403744697571, 0.3833521604537964, 0.7414045929908752, 0.48819705843925476, 0.12281858921051025, -0.20574884116649628]	[1.2632213830947876, -0.08982237428426743, -0.7355791926383972, -0.1422671228647232, -0.3314676582813263, -0.3208143711090088, 0.13061630725860596, -0.3930847644805908, -0.4178506135940552, -0.2891941964626312, -0.3483497202396393]	3
1692	[0.195928692817688, 0.761026918888092, -0.2797146141529083, -0.9598995447158813, -0.8002039194107056, -0.1211988627910614, -1.630649209022522, -1.7882659435272217]	[-0.29951316118240356, 0.34317606687545776, 1.00144362449646, 0.06955184042453766, -0.5167962312698364, -0.8198753595352173, -1.2275962829589844, 0.31882166862487793, -3.254394054412842, -0.9329266548156738, -1.653357744216919, 1.8373931646347046, -0.6031707525253296, -2.519737720489502, -0.4345105290412903, 0.8623297214508057]	5.0	1.0	[-0.897308349609375, 0.5447914004325867, 0.48910239338874817, 0.488507479429245, 0.7729954719543457, 2.447333574295044, -0.025413084775209427, -1.2383160591125488]	[-0.7723499536514282, 3.3819875717163086, -0.5368398427963257, -0.9086548089981079, 0.4432772994041443, 1.110569715499878, 0.25374752283096313, 0.4609833359718323, 1.369837999343872, 1.3096879720687866, 1.1635959148406982]	1
1693	[0.1573306918144226, 1.188856601715088, -0.23559285700321198, 0.15145957469940186, -1.4882361888885498, 0.9319971799850464, -0.30615270137786865, 0.04226382076740265]	[-0.14598092436790466, 3.6414122581481934, 1.6873565912246704, 2.1025054454803467, -0.013649801723659039, 1.4551310539245605, -1.244214415550232, 2.488208055496216, -4.632181644439697, 0.26956862211227417, -1.2104644775390625, 2.3902463912963867, -2.9485526084899902, -2.115110397338867, -2.099764585494995, 2.590785264968872]	0.0	3.0	[0.9890574216842651, -0.39135441184043884, 0.9187972545623779, -1.790101170539856, -0.06176437437534332, -0.24420063197612762, 0.6034741997718811, -1.738937258720398]	[-0.643561065196991, -0.6395158767700195, -0.4823184013366699, 2.0989155769348145, -0.9575459957122803, -0.6218058466911316, -0.6471996307373047, -1.071205973625183, -0.7122032046318054, -1.0606766939163208, -1.0300112962722778]	3
1694	[-0.8823570609092712, 1.1007111072540283, 1.6154184341430664, 0.74897700548172, 0.6471712589263916, 0.32812243700027466, 3.4827122688293457, 1.2193102836608887]	[1.0900394916534424, 2.8347156047821045, 1.1723098754882812, -0.6578816175460815, -1.101198434829712, -0.5672955513000488, -1.679277777671814, 0.3402769863605499, -1.8075977563858032, 0.38948601484298706, -0.5671817064285278, -0.07963687181472778, -1.8977179527282715, -1.3857364654541016, -2.4124386310577393, 1.5824573040008545]	0.0	3.0	[1.9320883750915527, -2.6244828701019287, -0.35965558886528015, -2.5410218238830566, -2.761216878890991, -2.018930435180664, -2.0797083377838135, -0.9578570127487183]	[-0.4383223056793213, -0.37241131067276, -0.46466484665870667, 1.9117133617401123, -0.5367310047149658, -0.4787558615207672, -0.16714507341384888, -0.4106752276420593, -0.671314537525177, -0.5925841331481934, -0.5482795238494873]	0
1695	[-0.07804960012435913, -0.2025393694639206, -0.250262051820755, -0.2588671147823334, -1.1806671619415283, 0.5945580005645752, 0.31737881898880005, -1.4037554264068604]	[0.9847743511199951, 0.5231653451919556, -0.4458543360233307, 0.11502543091773987, -0.36362117528915405, -0.3537030816078186, 0.5646150708198547, 0.514939546585083, -0.9340857267379761, -2.089505195617676, -0.7995019555091858, 0.18629151582717896, -0.7635722160339355, -1.7193872928619385, -0.7981535196304321, 0.19802892208099365]	5.0	0.0	[-0.8429526686668396, -0.8529210090637207, -0.15600456297397614, -0.5242467522621155, -0.2780888080596924, 0.5970438718795776, 0.45566326379776, -1.5846344232559204]	[0.7687607407569885, -0.5480611324310303, -0.6404867768287659, 0.37688544392585754, -0.21934884786605835, -1.179472804069519, -0.8160486817359924, -0.9570218324661255, -1.2887316942214966, -1.051463007926941, -1.080991268157959]	3
1696	[0.6514687538146973, -0.5351008176803589, -0.6014800071716309, 0.7217579483985901, -0.9691758155822754, 0.1623176485300064, -2.8211724758148193, -0.9457538723945618]	[2.117450475692749, 2.015803337097168, 1.288796067237854, -0.8779605627059937, 1.7834833860397339, 0.6361804008483887, -1.2695732116699219, 0.08210551738739014, 0.13958796858787537, -2.1227316856384277, -2.184499502182007, 1.3034121990203857, 1.5771129131317139, 0.4756227433681488, 0.10632801055908203, 0.5303738117218018]	6.0	6.0	[-0.055663708597421646, 0.8731945157051086, 0.671070396900177, 0.836531937122345, 1.126181960105896, 0.43241986632347107, 1.916148066520691, -0.30856502056121826]	[-1.1382397413253784, 0.3313206434249878, 0.6259480118751526, -0.007593500427901745, 1.0329513549804688, 0.18296462297439575, 1.3798195123672485, 0.7403442859649658, 0.6169863343238831, 0.7218669056892395, 0.9954432845115662]	1
1697	[-0.06189689040184021, -0.05618692934513092, -1.1179170608520508, 0.26015353202819824, -0.08583909273147583, -0.15009762346744537, -1.6059980392456055, -0.934339702129364]	[1.0594698190689087, 1.6062363386154175, 0.29899895191192627, 0.8585997819900513, 0.23890483379364014, -1.6491541862487793, -2.3057923316955566, 0.07897084206342697, -0.5572174191474915, 0.45372503995895386, 0.5880225300788879, 1.5370149612426758, -0.08254584670066833, -0.6273274421691895, -0.050490763038396835, 1.241786241531372]	5.0	5.0	[-0.5916446447372437, 0.5538331866264343, -0.12349451333284378, 0.3614572584629059, 0.5017228722572327, 1.1813263893127441, 0.4127359092235565, 0.17261841893196106]	[-0.48346489667892456, -0.34036216139793396, -0.17781327664852142, 0.960143506526947, -0.707282543182373, 5.012006759643555, 0.8268579840660095, 0.7396194338798523, 1.4327962398529053, 1.1275893449783325, 1.3904608488082886]	4
1698	[1.1686955690383911, -0.010779738426208496, -0.9803179502487183, 1.0645222663879395, -1.0714417695999146, 0.3052713871002197, -4.510867118835449, -0.5505306124687195]	[-0.8265200853347778, 0.1339767575263977, -1.409317135810852, 1.3606678247451782, 1.5796648263931274, -0.6306997537612915, -0.002445787191390991, -0.6106968522071838, 0.361187607049942, -1.2321642637252808, -1.7033090591430664, 2.6395561695098877, 0.3698617219924927, -1.0482271909713745, 1.2358343601226807, -0.693091630935669]	6.0	1.0	[0.704091489315033, 1.870067834854126, 1.4726887941360474, 0.9471921324729919, 1.9198647737503052, 0.6975409984588623, 2.715303421020508, -0.012130824849009514]	[-0.11267724633216858, 1.0241446495056152, -0.755994439125061, -0.13059480488300323, 0.1337924599647522, -0.2834745943546295, -0.2506776452064514, -0.21250934898853302, -0.17006973922252655, -0.33582961559295654, -0.3066558241844177]	3
1699	[0.12816652655601501, -0.3614082932472229, -0.765967607498169, -0.04854439198970795, -0.7687828540802002, 0.7557882070541382, 0.38106250762939453, -0.6569176912307739]	[-1.1146045923233032, 1.401237964630127, -0.01543569564819336, -0.3725762665271759, 2.132100820541382, 1.4146298170089722, -0.8332334756851196, 0.30730611085891724, -1.43369460105896, -1.4004685878753662, 0.2642652988433838, 0.28510338068008423, -1.0732128620147705, -1.5110433101654053, -0.7169702053070068, 1.8022348880767822]	6.0	0.0	[-0.3527402877807617, -0.665941059589386, -0.30394554138183594, -0.9417313933372498, -0.08119511604309082, -0.20637254416942596, 0.7304983139038086, -0.946941614151001]	[1.517008900642395, -0.6218710541725159, -0.5131411552429199, -0.2428152859210968, -0.8241933584213257, -1.0456657409667969, -0.865049421787262, -1.3199059963226318, -1.1528302431106567, -1.0944998264312744, -1.0386667251586914]	3
1700	[-2.232614278793335, 1.2166097164154053, 0.9597975611686707, 0.4380839765071869, 1.1339741945266724, 0.022616535425186157, 0.8653309345245361, 1.3789348602294922]	[-1.606588363647461, 0.7857356071472168, 2.468942403793335, 0.7033058404922485, 0.09698846936225891, -0.8017925024032593, -0.2877987027168274, -0.35906487703323364, -0.2781354784965515, -0.14208868145942688, 0.0281355082988739, -1.8972368240356445, -3.3734230995178223, -1.2893657684326172, -2.3179705142974854, 0.9693108797073364]	0.0	4.0	[1.948751449584961, -0.586303174495697, 0.16879938542842865, -1.2375433444976807, -2.0110650062561035, -0.8843387961387634, -2.7022321224212646, 0.8469089269638062]	[-0.6770536303520203, -0.4166485071182251, -0.7253655791282654, -0.2877485752105713, 1.7936033010482788, -1.058255672454834, -0.5866872072219849, -1.1949132680892944, -0.9423034191131592, -1.0244449377059937, -1.0560104846954346]	4
1701	[0.430886447429657, 0.3781357407569885, -0.006947718560695648, 0.08258082717657089, -1.166265845298767, 0.12971194088459015, -0.2460031658411026, -0.18651936948299408]	[0.16587263345718384, -0.02759629487991333, 0.3059806227684021, 0.3460940718650818, 0.44148534536361694, 0.388444185256958, 0.5424913167953491, 1.1054805517196655, -1.9887851476669312, -1.917065978050232, 0.0384371280670166, -0.4309961199760437, 0.3237438201904297, -1.8547166585922241, -2.0426108837127686, -0.14250048995018005]	6.0	2.0	[0.42505744099617004, -0.4198206663131714, 0.3672986328601837, -0.9715690016746521, 0.267927348613739, -0.6786729097366333, 0.5477959513664246, -1.3959178924560547]	[-0.835187554359436, 1.2911540269851685, 2.664177417755127, -0.5285733342170715, -0.8019382953643799, 1.5153148174285889, 2.445277690887451, 2.3350818157196045, 2.172975778579712, 2.290405750274658, 2.2389843463897705]	2
1702	[-0.03128442168235779, -0.12745118141174316, -0.3669416606426239, -0.1999214142560959, -0.4444735050201416, 0.6759674549102783, -2.631532669067383, -1.6083989143371582]	[-0.8592727184295654, 1.3538007736206055, -0.3607400059700012, -0.1669987440109253, -0.7354277968406677, 0.02762603759765625, -1.5687469244003296, -0.5578819513320923, -0.9669646620750427, -1.08197820186615, -2.0491645336151123, 1.7088119983673096, 1.159827470779419, -0.5859130024909973, -0.3957418203353882, 1.659412145614624]	5.0	3.0	[-0.39369767904281616, 0.982172966003418, 0.766893208026886, 1.1428192853927612, 0.629725992679596, 2.1464619636535645, 0.955868661403656, -0.23189565539360046]	[0.23143614828586578, -0.4365752935409546, -0.11840859800577164, 1.3328114748001099, -0.833743155002594, -0.7883205413818359, -0.009860829450190067, -0.5471715927124023, -0.4402152895927429, -0.5172909498214722, -0.3634200096130371]	5
1703	[-0.4195976257324219, 0.2026791274547577, -0.19725030660629272, 0.502413272857666, -0.48388582468032837, 0.5150138139724731, -1.1529951095581055, -0.418447881937027]	[0.22495944797992706, -0.12803080677986145, 0.977121114730835, -1.3091827630996704, -0.2445661425590515, -0.8547698259353638, 0.5271263122558594, -1.866493582725525, -0.35828161239624023, 0.15121614933013916, 0.797630786895752, -0.4958314299583435, 0.17945167422294617, -0.28095918893814087, 0.657332181930542, -1.1022964715957642]	2.0	2.0	[0.4304371178150177, 0.08621487766504288, 0.4856812357902527, -0.2119862586259842, -0.20768561959266663, 0.3505198359489441, 0.37694498896598816, -0.32032790780067444]	[0.7341967821121216, -0.3576100170612335, 1.1713359355926514, -0.39198023080825806, -0.045663487166166306, -0.5617015361785889, -0.32949507236480713, 0.39167922735214233, 0.001501163700595498, -0.11588829755783081, 0.24411262571811676]	3
1704	[0.7371913194656372, -0.09302821010351181, -0.3076201379299164, 0.09430202841758728, -0.3051782250404358, -0.4361916780471802, -1.127231240272522, -1.0336536169052124]	[-0.9946063160896301, 0.6987184286117554, 2.2138564586639404, -0.5355137586593628, -0.32280582189559937, -0.6682790517807007, 0.5688737034797668, -1.0267415046691895, -1.3047380447387695, -1.2343080043792725, -0.3271692395210266, -1.1198033094406128, 1.600113868713379, -0.38917529582977295, -0.6603251099586487, 0.7954689860343933]	5.0	6.0	[-0.4547289311885834, 0.08569308370351791, -0.048701535910367966, 0.39361098408699036, 0.6479394435882568, 0.6887232065200806, 0.5978713035583496, -0.6038764715194702]	[-0.39622002840042114, 0.7487226128578186, 0.39268025755882263, -0.40032145380973816, 0.10942693799734116, 0.5689436793327332, 3.3448851108551025, 2.1015572547912598, 1.4427940845489502, 1.809255838394165, 1.53570556640625]	0
1705	[1.1584978103637695, -1.2399046421051025, -0.9289065599441528, 0.5521283149719238, 0.26473772525787354, -0.05209386348724365, -0.2590041756629944, -0.89263916015625]	[1.585968017578125, -1.2591309547424316, -2.116262435913086, 0.7734172344207764, 0.4973931312561035, 0.9533824324607849, 0.27326449751853943, 0.6139895915985107, 1.9947011470794678, -1.728637456893921, -0.8168317079544067, -0.746498167514801, 1.9714521169662476, 1.19183349609375, -0.22072136402130127, 1.810238003730774]	6.0	0.0	[-0.7149680256843567, -0.4154672622680664, -0.8778859376907349, 0.25637730956077576, 0.46982213854789734, -0.18266400694847107, 1.3703759908676147, -0.0010439172619953752]	[1.8054959774017334, -0.573289692401886, -0.7469630837440491, -0.43591395020484924, -0.5833631157875061, -0.6991195678710938, -0.24755559861660004, -0.7429251670837402, -0.6724798083305359, -0.8556006550788879, -0.8156570196151733]	3
