	z_a	z_e	a	e	a_logits	e_logits	e_in
1656	[0.939018964767456, 3.2048583030700684, 1.1120977401733398, -1.1334112882614136]	[2.7511215209960938, -4.920889854431152, 8.111933708190918, 11.327178955078125, -10.795833587646484, -9.718469619750977, -14.230716705322266, -2.8065168857574463]	4.0	0.0	[0.9540659785270691, 1.7064193487167358, 1.4790675640106201, 1.0648152828216553, 1.8418852090835571, 1.3405438661575317, 1.0830507278442383, 0.10398009419441223]	[1.6818358898162842, -0.10719625651836395, -0.2908749282360077, -0.4304928779602051, 0.2930772006511688, 0.713350772857666, 1.1863551139831543, 1.252279281616211, 1.2320083379745483, 0.8663362860679626, 1.045872449874878]	0
1657	[0.933081328868866, 0.32597631216049194, 1.1404794454574585, 0.08579762279987335]	[2.666358470916748, -3.607379913330078, 6.6363067626953125, 9.888951301574707, -8.756683349609375, -10.196252822875977, -12.771371841430664, -2.470529317855835]	6.0	3.0	[-0.3036636710166931, -0.2873612940311432, -0.3070829510688782, -0.2229902446269989, -0.09477686882019043, -0.33008870482444763, 0.2753560543060303, -0.4495755732059479]	[-0.7709699273109436, 0.30752503871917725, -0.7443610429763794, 1.0406835079193115, 0.6996729373931885, 0.6349710822105408, 0.43373721837997437, 0.48293739557266235, 0.31299254298210144, 0.6255718469619751, 0.4446024000644684]	3
1658	[0.09209787845611572, 1.6330194473266602, 2.038520097732544, -1.3024410009384155]	[2.1296706199645996, -8.089465141296387, 8.053175926208496, 9.322545051574707, -10.506970405578613, -11.026721954345703, -12.228180885314941, -4.199619293212891]	1.0	0.0	[1.0938204526901245, 1.6614826917648315, 1.5277202129364014, 0.06800863146781921, 1.1943359375, 1.5541627407073975, 0.1336740106344223, -0.43178415298461914]	[1.2532939910888672, -0.46855777502059937, 0.590943455696106, -0.06122807040810585, -0.5336799025535583, 0.1366330087184906, 0.7988836765289307, 0.4325943887233734, 0.48689624667167664, 0.5226527452468872, 0.5923643112182617]	0
1659	[0.34264808893203735, -0.6661311984062195, 1.9689383506774902, -1.1767656803131104]	[3.5335092544555664, -6.879065990447998, 9.035816192626953, 10.785991668701172, -10.128928184509277, -10.829660415649414, -13.433406829833984, -3.3143391609191895]	2.0	1.0	[0.2760660946369171, 0.2511800527572632, 0.37459486722946167, -1.2099536657333374, -0.1674848198890686, 0.07922887057065964, -0.40070247650146484, -1.4077293872833252]	[-0.3313957750797272, 1.8679372072219849, 0.28490373492240906, -0.04602871090173721, 0.1642591804265976, 1.3914560079574585, 1.0970667600631714, 1.2078726291656494, 1.0174853801727295, 1.2105982303619385, 1.2783375978469849]	1
1660	[1.0263893604278564, 3.1801676750183105, 1.4207763671875, 0.7466567754745483]	[1.2399065494537354, -3.0407018661499023, 9.034662246704102, 11.808252334594727, -11.96833610534668, -11.766735076904297, -13.659062385559082, -2.7314612865448]	3.0	0.0	[0.011343559250235558, 0.9488882422447205, 0.43452590703964233, 1.5961850881576538, 1.39909827709198, 1.2862907648086548, 1.2965683937072754, 0.9680308699607849]	[0.426288902759552, -0.9901473522186279, -0.16652458906173706, 0.3807894289493561, -1.5421112775802612, -1.0499956607818604, -0.4116092920303345, -0.8025822639465332, -0.894551157951355, -0.6203538775444031, -0.6508809924125671]	0
1661	[-0.009116272442042828, 0.6817710995674133, 1.7273895740509033, -1.160468578338623]	[4.724937915802002, -5.856406211853027, 8.571145057678223, 12.118586540222168, -10.64457893371582, -12.676281929016113, -14.151240348815918, -3.561145067214966]	2.0	6.0	[0.930111289024353, 1.085870623588562, 1.1301054954528809, -0.41855719685554504, 0.5724667310714722, 0.9038295745849609, -0.26296108961105347, -0.6439266800880432]	[-0.9018296003341675, 0.7155501842498779, 0.03802567720413208, 0.527594268321991, 0.20659765601158142, 0.4878162741661072, 1.0103341341018677, 0.6437116861343384, 0.48613595962524414, 0.8882854580879211, 0.6834408640861511]	6
1662	[-0.13544262945652008, -0.6961984634399414, 0.46598225831985474, -0.9185001254081726]	[0.5314235687255859, -8.231409072875977, 8.812450408935547, 9.452278137207031, -9.38452434539795, -9.19704818725586, -12.429716110229492, -1.7457636594772339]	0.0	1.0	[0.8223535418510437, 0.023970726877450943, 0.49655959010124207, -1.0706877708435059, -0.47384071350097656, -0.518206775188446, -0.9345346093177795, -0.7852900624275208]	[0.7411152124404907, 1.6810338497161865, 0.5894206762313843, -0.4171755015850067, 0.6353108882904053, 0.9825215935707092, 1.2878555059432983, 1.6578991413116455, 1.3219358921051025, 1.3933783769607544, 1.2629343271255493]	0
1663	[-0.24522635340690613, -0.2144927978515625, -0.3281779885292053, 2.311721086502075]	[3.403862953186035, 1.8910983800888062, 5.797011375427246, 9.608550071716309, -7.881019115447998, -12.115696907043457, -11.14579963684082, -3.321932792663574]	7.0	0.0	[-0.20199982821941376, -1.1874786615371704, -0.9577234387397766, 0.2121703326702118, -1.143602967262268, -0.9169122576713562, -0.7716745734214783, 1.2845432758331299]	[0.27611440420150757, -0.9313892126083374, -0.7268783450126648, -0.2981976270675659, -0.6282897591590881, -1.548982858657837, -1.418407917022705, -1.5421724319458008, -1.5213491916656494, -1.7218177318572998, -1.6296947002410889]	0
1664	[1.282869815826416, 0.6817618012428284, 2.3335416316986084, 0.10959326475858688]	[2.8620893955230713, -2.566018581390381, 6.554020881652832, 10.042853355407715, -9.955975532531738, -11.350210189819336, -15.088398933410645, -2.6411774158477783]	6.0	0.0	[-0.7283758521080017, -0.010975628159940243, -0.37157630920410156, -0.07475759834051132, 0.2805352210998535, 0.3259679079055786, 0.7947540879249573, -0.6759830713272095]	[0.24395279586315155, -0.08979029208421707, -0.3821867108345032, -0.718439519405365, -0.13669313490390778, -0.1286114901304245, -0.2093578577041626, -0.1093345656991005, -0.3935927748680115, -0.4184335470199585, -0.26871269941329956]	0
1665	[-0.8443927764892578, 1.4123179912567139, 0.42431238293647766, -1.0312256813049316]	[1.7442246675491333, -7.22128438949585, 7.838506698608398, 10.458902359008789, -8.454273223876953, -10.05831241607666, -13.555397987365723, -3.508901357650757]	0.0	4.0	[1.9601953029632568, 1.5592809915542603, 1.8662301301956177, 0.10913873463869095, 0.783484697341919, 1.0761921405792236, -0.7904726266860962, 0.3435591161251068]	[-1.2399961948394775, 1.2541718482971191, 0.9543847441673279, -0.09047470986843109, 1.9344983100891113, 1.5935938358306885, 1.1540535688400269, 0.9831188321113586, 1.284335732460022, 1.2553343772888184, 1.114264726638794]	4
1666	[1.262012004852295, 2.227410316467285, 1.791903018951416, -0.47287681698799133]	[2.1583352088928223, -6.044417858123779, 8.54887580871582, 8.649463653564453, -10.691828727722168, -10.976164817810059, -11.919410705566406, -2.032733917236328]	4.0	0.0	[0.038630470633506775, 0.912351667881012, 0.5491525530815125, 0.6655051708221436, 1.2156529426574707, 0.9305657148361206, 1.1426982879638672, -0.22944818437099457]	[1.533290982246399, 0.055992767214775085, 1.0211875438690186, -0.41367438435554504, -0.5724376440048218, 0.4591173231601715, 0.7927705645561218, 0.6845213770866394, 0.3746697008609772, 0.4238874316215515, 0.4177156984806061]	2
1667	[1.2030805349349976, 1.9066309928894043, 2.350559949874878, 0.20155541598796844]	[2.4225192070007324, -3.7366132736206055, 9.75364875793457, 10.078739166259766, -9.893303871154785, -13.618915557861328, -14.645417213439941, -2.296581268310547]	6.0	4.0	[-0.3983028829097748, 0.6399182081222534, 0.12325434386730194, 0.6544163823127747, 0.9595320820808411, 1.0526704788208008, 1.1237088441848755, -0.093776635825634]	[0.17186708748340607, -0.37019625306129456, -0.6900348663330078, -0.06762807816267014, 0.6314817070960999, 0.32432520389556885, -0.07208690047264099, -0.15787099301815033, 0.20113733410835266, 0.07209382206201553, 0.015067657455801964]	6
1668	[1.3344851732254028, 2.4743008613586426, 2.8055078983306885, 0.01572684943675995]	[2.1588010787963867, -5.057045936584473, 8.547904014587402, 10.331321716308594, -11.37249755859375, -12.226738929748535, -12.368380546569824, -2.5159730911254883]	5.0	4.0	[-0.3650265038013458, 1.0520765781402588, 0.3749869763851166, 0.9004054665565491, 1.3971519470214844, 1.5588147640228271, 1.4408339262008667, -0.10277646780014038]	[-1.0328904390335083, -0.5319360494613647, -1.0054149627685547, 0.1638931930065155, 1.1504074335098267, 0.3612796366214752, -0.0381983257830143, -0.7423291206359863, -0.2548716068267822, -0.429586797952652, -0.38849079608917236]	2
1669	[0.0522775873541832, 0.44990333914756775, 0.46065855026245117, -0.5441533327102661]	[3.5232796669006348, -8.814281463623047, 10.975147247314453, 10.498519897460938, -9.866451263427734, -12.163220405578613, -14.213874816894531, -0.6218340396881104]	0.0	4.0	[0.8099290132522583, 0.36185941100120544, 0.6342007517814636, -0.3020443320274353, 0.07046157866716385, -0.040829531848430634, -0.43020811676979065, -0.20352207124233246]	[0.32697397470474243, 0.49236029386520386, 0.7587518095970154, -0.18813487887382507, 1.5729607343673706, 0.9687811732292175, 1.005660891532898, 1.0214930772781372, 1.013520359992981, 1.1535757780075073, 0.8848656415939331]	0
1670	[0.07413120567798615, 0.059232354164123535, 0.21614059805870056, 2.414353609085083]	[3.0395009517669678, -0.4723329246044159, 5.913193702697754, 8.8400239944458, -6.121786117553711, -10.244894027709961, -9.590628623962402, -3.4014129638671875]	7.0	0.0	[-0.5296034812927246, -1.1306824684143066, -1.0963677167892456, 0.3705594539642334, -0.9412540197372437, -0.6649766564369202, -0.38426464796066284, 1.203669548034668]	[0.08009250462055206, -0.4793318510055542, -0.05605601146817207, -0.4718153178691864, -0.3650222420692444, -1.5352507829666138, -0.9191166758537292, -0.8324249386787415, -0.9721177220344543, -1.1853349208831787, -1.1461573839187622]	1
1671	[-0.5970406532287598, 0.10474753379821777, -0.7246306538581848, -0.2903978228569031]	[2.909022569656372, -8.189523696899414, 9.051097869873047, 11.152297019958496, -9.78925895690918, -11.615504264831543, -13.900410652160645, -2.9981868267059326]	0.0	10.0	[1.3465842008590698, 0.1472320854663849, 0.7555534243583679, -0.36063873767852783, -0.35104700922966003, -0.5215296149253845, -1.135076880455017, 0.30193766951560974]	[-0.08843868225812912, 0.3542653024196625, 0.7486732006072998, 0.3103015720844269, 0.3005538582801819, 0.8269435167312622, 0.881466269493103, 0.6910660266876221, 0.5603049397468567, 0.6754634380340576, 0.9898985624313354]	4
1672	[2.1500229835510254, 2.557961940765381, 2.161191463470459, -0.15862327814102173]	[3.4144442081451416, -2.785539150238037, 8.919808387756348, 10.382477760314941, -8.656312942504883, -9.772518157958984, -13.359432220458984, -2.4559125900268555]	6.0	0.0	[-0.7676315903663635, 0.5488165020942688, -0.059122197329998016, 0.9268448352813721, 1.3359315395355225, 0.7365399599075317, 1.9296259880065918, -0.3956702649593353]	[2.2879796028137207, -0.9377745985984802, -0.18841293454170227, -0.28560057282447815, -1.8125606775283813, -1.1883708238601685, -0.18345843255519867, 0.1178492084145546, -0.08112525194883347, 0.02803163416683674, 0.0491715632379055]	0
1673	[1.3328756093978882, -0.9330778121948242, 2.399554491043091, -0.02145640179514885]	[3.0617356300354004, -4.41680908203125, 8.401622772216797, 9.152853012084961, -9.290770530700684, -12.251001358032227, -12.42794132232666, -2.142889976501465]	6.0	3.0	[-1.1344475746154785, -0.8120501041412354, -0.9795844554901123, -1.0434026718139648, -0.5943432450294495, -0.5458049178123474, 0.33464762568473816, -1.4412211179733276]	[-0.5866609811782837, -1.955937147140503, -1.26967453956604, 1.0214295387268066, 0.17455635964870453, -0.7385762333869934, -0.27050915360450745, -0.9902291893959045, -0.36879175901412964, -0.6880687475204468, -0.3194916546344757]	3
1674	[-0.43814340233802795, -1.7890955209732056, 0.7298014163970947, -1.1864793300628662]	[3.482513189315796, -6.2645792961120605, 8.293421745300293, 9.313204765319824, -8.272804260253906, -9.862637519836426, -12.16436767578125, -0.7360470294952393]	0.0	10.0	[0.839713990688324, -0.200898677110672, 0.40839266777038574, -1.7900209426879883, -0.9653596878051758, -0.7549511790275574, -1.4592745304107666, -1.2890874147415161]	[0.7215995788574219, -0.03995148092508316, 0.7033058404922485, 0.19934111833572388, 0.027407314628362656, 0.7968185544013977, 0.8292698264122009, 0.8525546193122864, 0.9240422248840332, 0.8953524827957153, 1.0966384410858154]	1
1675	[1.5933655500411987, 0.8323995471000671, 2.057985305786133, -0.33278271555900574]	[2.987307548522949, -3.709768295288086, 8.304370880126953, 9.525888442993164, -8.22877311706543, -11.856204986572266, -14.111699104309082, -3.584613084793091]	6.0	3.0	[-0.683810293674469, 0.006387127097696066, -0.293002724647522, -0.10737046599388123, 0.4146538972854614, 0.09345012903213501, 0.9895832538604736, -0.9273852109909058]	[-0.4909892976284027, -0.4458558261394501, -1.1470094919204712, 1.0040533542633057, 0.6991453766822815, 0.61570805311203, 0.2962755262851715, 0.2391989678144455, 0.3106505274772644, 0.10985899716615677, 0.3512435257434845]	3
1676	[1.5519092082977295, 0.7188776135444641, 1.3595244884490967, -0.13664031028747559]	[2.93955135345459, -6.1055378913879395, 6.923793315887451, 9.304810523986816, -10.361936569213867, -12.115273475646973, -12.971989631652832, -2.8880977630615234]	6.0	1.0	[-0.6268162727355957, -0.28400030732154846, -0.4355359673500061, -0.0775928944349289, 0.18650276958942413, -0.359618216753006, 0.8406947255134583, -0.7196343541145325]	[-1.424222469329834, 2.110347032546997, -0.13216836750507355, -0.06833751499652863, 1.5509203672409058, 1.6889100074768066, 0.8312095403671265, 0.9519798159599304, 0.9431533813476562, 1.1672385931015015, 1.0808868408203125]	1
1677	[1.2449724674224854, 1.2361578941345215, 1.8563849925994873, -0.25375452637672424]	[4.331415176391602, -4.062937259674072, 5.972011566162109, 8.907164573669434, -7.915534973144531, -10.039925575256348, -12.736028671264648, -2.289989471435547]	6.0	0.0	[-0.3074839115142822, 0.3303370475769043, 0.051047440618276596, 0.15934790670871735, 0.6095209121704102, 0.41342610120773315, 0.84932541847229, -0.5277289748191833]	[1.4349116086959839, -1.1718688011169434, -0.14776748418807983, -0.14067178964614868, -0.9804892539978027, -0.44518014788627625, 0.07176424562931061, -0.43338412046432495, -0.42237651348114014, -0.43293020129203796, -0.42571133375167847]	0
1678	[0.3846786618232727, 1.7608671188354492, 1.0217032432556152, 2.3273050785064697]	[2.9902989864349365, 0.02912980318069458, 5.050243854522705, 8.791082382202148, -7.977878093719482, -11.89419937133789, -11.511136054992676, -1.5685858726501465]	7.0	0.0	[-0.4572983682155609, -0.1803653985261917, -0.5505673289299011, 1.2775136232376099, 0.16328056156635284, 0.5447811484336853, 0.46005380153656006, 1.5641809701919556]	[-0.25991567969322205, -1.364608645439148, -1.1511300802230835, -0.5400634407997131, -0.5464537739753723, -1.8501051664352417, -1.7203640937805176, -1.7308645248413086, -1.7631289958953857, -1.6450294256210327, -1.731705665588379]	5
1679	[1.4427051544189453, 2.7359042167663574, 1.6266157627105713, -0.2650945782661438]	[3.8628671169281006, -5.327870845794678, 7.177684783935547, 11.287604331970215, -9.170656204223633, -11.69247817993164, -12.232730865478516, -3.9157357215881348]	4.0	5.0	[-0.027357473969459534, 0.9498584270477295, 0.5189095139503479, 1.027086615562439, 1.4140222072601318, 0.9840494990348816, 1.4136590957641602, 0.03847550228238106]	[0.026262696832418442, 0.22440651059150696, 0.07579774409532547, -0.9116082787513733, 0.015008893795311451, 0.7300687432289124, 0.17043721675872803, -0.21131734549999237, -0.017042679712176323, -0.10887166112661362, -0.0801578164100647]	0
1680	[1.2267571687698364, 5.492958068847656, 2.586594581604004, 0.529435396194458]	[3.431365966796875, -2.709419012069702, 6.703528881072998, 9.005974769592285, -9.255553245544434, -12.652961730957031, -12.342391967773438, -2.231503963470459]	5.0	1.0	[0.30839914083480835, 2.42337965965271, 1.3770091533660889, 2.7964043617248535, 2.94950008392334, 3.1195755004882812, 2.29451322555542, 1.4913922548294067]	[-0.34039202332496643, 1.3349146842956543, -0.47487884759902954, -0.7717967629432678, -0.45241349935531616, 0.4472784399986267, -0.18922585248947144, -0.07832720130681992, -0.38697829842567444, -0.23906248807907104, -0.3873376250267029]	0
1681	[1.7875714302062988, 0.8583732843399048, 1.519454002380371, 0.18018759787082672]	[2.6676418781280518, -4.960031032562256, 6.599701404571533, 9.436790466308594, -7.908623695373535, -12.783598899841309, -11.861261367797852, -2.650087833404541]	6.0	0.0	[-0.940220296382904, -0.43392693996429443, -0.6968212127685547, 0.08799644559621811, 0.19909876585006714, -0.36729100346565247, 1.0886722803115845, -0.6337059140205383]	[1.1145110130310059, -0.6569864153862, -0.02339915931224823, -0.02190265618264675, -0.18091216683387756, -0.17994551360607147, 0.26835596561431885, 0.39162877202033997, 0.360928475856781, 0.16895326972007751, 0.4384741187095642]	0
1682	[0.8788444399833679, 2.471747875213623, 0.5848469734191895, 1.8267865180969238]	[2.403611898422241, 0.3327559232711792, 6.028875827789307, 8.703947067260742, -8.387635231018066, -12.178110122680664, -12.772974014282227, -2.8065834045410156]	3.0	3.0	[-0.3543166220188141, 0.010093231685459614, -0.3438568115234375, 1.5564762353897095, 0.592869758605957, 0.4175933003425598, 0.9277233481407166, 1.4623197317123413]	[-0.18968597054481506, -1.0548243522644043, -1.1130670309066772, 1.262170433998108, -1.610887885093689, -1.5392969846725464, -1.0000790357589722, -1.110026240348816, -1.1395822763442993, -0.7276231646537781, -1.1574187278747559]	3
