
/disk/junlin/EmoSp/bart-our/-LIGHT-TRANS4/all_loss0.6_0.2_0.2_kl-lr_2e-05-Emoin-nopp-empp-ensitu-vae-mvae256-wo_comet-vad-0.3124_II
vocab size = 50265
Some weights of BartForConditionalGeneration were not initialized from the model checkpoint at facebook/bart-base and are newly initialized: ['encoder.layers.0.attn_layer_norm_comet.weight', 'encoder.layers.0.attn_layer_norm_comet.bias', 'encoder.layers.1.attn_layer_norm_comet.weight', 'encoder.layers.1.attn_layer_norm_comet.bias', 'encoder.layers.2.attn_layer_norm_comet.weight', 'encoder.layers.2.attn_layer_norm_comet.bias', 'encoder.layers.3.attn_layer_norm_comet.weight', 'encoder.layers.3.attn_layer_norm_comet.bias', 'encoder.layers.4.attn_layer_norm_comet.weight', 'encoder.layers.4.attn_layer_norm_comet.bias', 'encoder.layers.5.attn_layer_norm_comet.weight', 'encoder.layers.5.attn_layer_norm_comet.bias', 'encoder.layers.5.muAttn.k_proj.weight', 'encoder.layers.5.muAttn.k_proj.bias', 'encoder.layers.5.muAttn.v_proj.weight', 'encoder.layers.5.muAttn.v_proj.bias', 'encoder.layers.5.muAttn.q_proj.weight', 'encoder.layers.5.muAttn.q_proj.bias', 'encoder.layers.5.muAttn.out_proj.weight', 'encoder.layers.5.muAttn.out_proj.bias', 'encoder.emotion_head.weight', 'encoder.emotion_head.bias', 'encoder.batchNorm_emotion.weight', 'encoder.batchNorm_emotion.bias', 'encoder.batchNorm_emotion.running_mean', 'encoder.batchNorm_emotion.running_var', 'encoder.batchNorm_strategy.weight', 'encoder.batchNorm_strategy.bias', 'encoder.batchNorm_strategy.running_mean', 'encoder.batchNorm_strategy.running_var', 'encoder.strategy_embedding.weight', 'encoder.multi_state_LayerNorm.weight', 'encoder.multi_state_LayerNorm.bias', 'encoder.strategy_head.weight', 'encoder.strategy_head.bias', 'encoder.trans_mat.emotion_embedding.weight', 'encoder.trans_mat.h_prior_emo.weight', 'encoder.trans_mat.h_prior_emo.bias', 'encoder.trans_mat.h_prior_strat.weight', 'encoder.trans_mat.h_prior_strat.bias', 'encoder.trans_mat.mu_prior.weight', 'encoder.trans_mat.mu_prior.bias', 'encoder.trans_mat.logvar_prior.weight', 'encoder.trans_mat.logvar_prior.bias', 'encoder.trans_mat.Dense_z_prior.weight', 'encoder.trans_mat.Dense_z_prior.bias', 'encoder.trans_mat.h_posterior_emo.weight', 'encoder.trans_mat.h_posterior_emo.bias', 'encoder.trans_mat.h_posterior_strat.weight', 'encoder.trans_mat.h_posterior_strat.bias', 'encoder.trans_mat.mu_posterior.weight', 'encoder.trans_mat.mu_posterior.bias', 'encoder.trans_mat.logvar_posterior.weight', 'encoder.trans_mat.logvar_posterior.bias', 'encoder.strat_cat_attn.V', 'encoder.strat_cat_attn.W.weight', 'encoder.emo_cat_attn.V', 'encoder.emo_cat_attn.W.weight', 'decoder.layers.0.encoder_attn_layer_norm_strategy.weight', 'decoder.layers.0.encoder_attn_layer_norm_strategy.bias', 'decoder.layers.0.encoder_attn_layer_norm_comet.weight', 'decoder.layers.0.encoder_attn_layer_norm_comet.bias', 'decoder.layers.0.encoder_attn_layer_norm_total.weight', 'decoder.layers.0.encoder_attn_layer_norm_total.bias', 'decoder.layers.1.encoder_attn_layer_norm_strategy.weight', 'decoder.layers.1.encoder_attn_layer_norm_strategy.bias', 'decoder.layers.1.encoder_attn_layer_norm_comet.weight', 'decoder.layers.1.encoder_attn_layer_norm_comet.bias', 'decoder.layers.1.encoder_attn_layer_norm_total.weight', 'decoder.layers.1.encoder_attn_layer_norm_total.bias', 'decoder.layers.2.encoder_attn_layer_norm_strategy.weight', 'decoder.layers.2.encoder_attn_layer_norm_strategy.bias', 'decoder.layers.2.encoder_attn_layer_norm_comet.weight', 'decoder.layers.2.encoder_attn_layer_norm_comet.bias', 'decoder.layers.2.encoder_attn_layer_norm_total.weight', 'decoder.layers.2.encoder_attn_layer_norm_total.bias', 'decoder.layers.3.encoder_attn_layer_norm_strategy.weight', 'decoder.layers.3.encoder_attn_layer_norm_strategy.bias', 'decoder.layers.3.encoder_attn_layer_norm_comet.weight', 'decoder.layers.3.encoder_attn_layer_norm_comet.bias', 'decoder.layers.3.encoder_attn_layer_norm_total.weight', 'decoder.layers.3.encoder_attn_layer_norm_total.bias', 'decoder.layers.4.encoder_attn_layer_norm_strategy.weight', 'decoder.layers.4.encoder_attn_layer_norm_strategy.bias', 'decoder.layers.4.encoder_attn_layer_norm_comet.weight', 'decoder.layers.4.encoder_attn_layer_norm_comet.bias', 'decoder.layers.4.encoder_attn_layer_norm_total.weight', 'decoder.layers.4.encoder_attn_layer_norm_total.bias', 'decoder.layers.5.encoder_attn_layer_norm_strategy.weight', 'decoder.layers.5.encoder_attn_layer_norm_strategy.bias', 'decoder.layers.5.encoder_attn_layer_norm_comet.weight', 'decoder.layers.5.encoder_attn_layer_norm_comet.bias', 'decoder.layers.5.encoder_attn_layer_norm_total.weight', 'decoder.layers.5.encoder_attn_layer_norm_total.bias', 'fuse_st_emo.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
  0%|                                                                                                                                          | 0/510 [00:00<?, ?it/s]
without comet
I am doing well, thank you for asking! Is there anything else I can help you with today?
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
you are welcome.
{'ref strategy': '[Others]', 'hyp strategy': '[Greeting]'}
bye. I am glad to hear that.

Testing:  96%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████     | 2198/2295 [10:11<00:31,  3.12it/s]
I can understand how you feel. I had a similar situation with my ex fiancé and he was cheating on me.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Reflection of feelings]'}
I can understand how that would be frustrating. I have had to deal with my friends who are having large gatherings, and it' s been hard to get through to them. Do you think there is a way to get past them?
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Self-disclosure]'}
I can understand how that would be hard. I have had friends make fun of my face too.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I think you should try to find a good playlist to help you relax.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Affirmation and Reassurance]'}
I' m sorry to hear that. I' ve been in a similar situation myself and I know how hard it can be to move out.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I' m sorry to hear that. What happened?
{'ref strategy': '[Restatement or Paraphrasing]', 'hyp strategy': '[Restatement or Paraphrasing]'}
bye. I am glad to hear that.

Testing:  96%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████▍    | 2205/2295 [10:13<00:25,  3.57it/s]
I can understand that. I have been feeling the same way myself. I know it is hard to be alone during the holidays, but I know you can get through it!
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I' m sorry to hear that. I' m so sorry to see you are feeling sad.
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
I' m sorry to hear that. I' ve had a similar experience myself. I have a lot of frizzy hair, and it' s always been messy. I try to keep it in a good place, but it can be frustrating.
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Affirmation and Reassurance]'}
Hello, how are you doing today?
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
I can understand how you are feeling. I have been in a similar situation.
{'ref strategy': '[Question]', 'hyp strategy': '[Reflection of feelings]'}
i am glad i was able to help.
{'ref strategy': '[Others]', 'hyp strategy': '[Self-disclosure]'}
i' m glad to hear that. i hope you have a great holiday season.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Question]'}
I am glad I could help.

Testing:  97%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████▉    | 2215/2295 [10:15<00:18,  4.38it/s]
I have 2 kids, I have a master' s degree in economics.
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Affirmation and Reassurance]'}
you too!
{'ref strategy': '[Greeting]', 'hyp strategy': '[Greeting]'}
I understand. I have been in the same situation.
{'ref strategy': '[Others]', 'hyp strategy': '[Affirmation and Reassurance]'}
I' m sure they' re busy with other people' s problems. I' ve been in the same situation myself and I know how hard it is to get through this.
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Affirmation and Reassurance]'}
I understand. I have been in that position myself. I know how anxious I can be about choosing wrong. I am sure that you will find a path that is right for you.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Affirmation and Reassurance]'}
I think you should try to do that and see if there is any way you can get a higher interest rate.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I can understand how you are feeling. I have had to deal with my son being aggressive and aggressive and i know how hard it is for him to get through this.

Testing:  97%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏   | 2220/2295 [10:17<00:21,  3.47it/s]
I am glad to hear that. I think you should try to stay away from people who are sick.
{'ref strategy': '[Question]', 'hyp strategy': '[Self-disclosure]'}
That' s a long time. I know how hard it can be to deal with that.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Question]'}
you are welcome.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Greeting]'}
I can understand how that would be hard. I have been in a similar situation myself. I tried to do things that I enjoy, but it was not the same.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Providing Suggestions or Information]'}
I have a lot of kids. I have a few in college.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Self-disclosure]'}
i know it is hard to find a job right now but i know you can do it.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I think that would be a great idea! I think that it would be great for both of you to open up to him and see how he is feeling.

Testing:  97%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████▌   | 2227/2295 [10:19<00:19,  3.56it/s]
I' m sorry to hear that. I' ve been in a similar situation myself. I know it' s hard but I know you can make it through this!
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Affirmation and Reassurance]'}
I am sorry to hear that. I am glad to help.
{'ref strategy': '[Question]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I can understand how that can be stressful, I have been in a similar situation myself. I know it' s hard to get through a semester but I know you can do it!
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Self-disclosure]'}
i think it' s a good idea to start with the basics. i think you can find some things that you like about them that you don' t like.
{'ref strategy': '[Question]', 'hyp strategy': '[Affirmation and Reassurance]'}
I' m doing well, how are you?
{'ref strategy': '[Greeting]', 'hyp strategy': '[Question]'}
I would suggest looking online for a job.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Question]'}
I' m sorry to hear that. I think you should try to talk to her and see if she' s willing to listen.
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Affirmation and Reassurance]'}
have you tried any online job sites?
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I love going to the movies.

Testing:  97%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████   | 2237/2295 [10:21<00:12,  4.78it/s]
I think it is important to take some time to breathe and think about what you want to do.
{'ref strategy': '[Question]', 'hyp strategy': '[Greeting]'}
I' m doing well. Is there anything you' d like to talk about?
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
I' m doing well, thanks. What' s going on?
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
You too!
{'ref strategy': '[Question]', 'hyp strategy': '[Greeting]'}
I' m glad to hear that! I hope you have a great day!
{'ref strategy': '[Greeting]', 'hyp strategy': '[Greeting]'}
You are welcome! I am glad I was able to help!
{'ref strategy': '[Greeting]', 'hyp strategy': '[Greeting]'}
Well, I am happy to listen. I am glad that you are doing your best.
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
I can understand that. I have been in a similar situation and I know how hard it is to find something.

Testing:  98%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████▍  | 2245/2295 [10:23<00:11,  4.38it/s]
I think that you are doing the right thing by seeking out financial planners. They are great for helping with financial issues and can be very helpful.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Affirmation and Reassurance]'}
bye. I hope you are feeling better soon.
{'ref strategy': '[Greeting]', 'hyp strategy': '[Greeting]'}
I am sorry to hear that. Is there anything else I can help you with?
{'ref strategy': '[Restatement or Paraphrasing]', 'hyp strategy': '[Question]'}
I think that is a great idea! I think that it would be great to start talking about the problem with someone who cares about you.
{'ref strategy': '[Question]', 'hyp strategy': '[Self-disclosure]'}
I have been in the same position before and I know how to get through it.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Affirmation and Reassurance]'}
I am sorry to hear that. I have been in the same situation myself.
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Affirmation and Reassurance]'}
I understand. I have been in a similar situation and I know how difficult it can be. I would suggest talking to her about it and asking her if she could afford some sort of small payment.

Testing:  98%|██████████████████████████████████████████████████████████████████████████████████████████████████████████████████▊  | 2252/2295 [10:25<00:11,  3.65it/s]
