,reward_a,turn_a,response_a,reward_b,turn_b,response_b
2382,4.121947765350342,4,I understand. It's hard to believe someone you care about could do something bad.,4.1793036460876465,4,I can understand how that would be upsetting. I've had to deal with a lot of people who are not friends.
2383,4.42973518371582,4,"I understand, but I would suggest something else. Have you tried to talk to your supervisor about this?",4.583888053894043,4,"I understand, but do not feel bad about it. I would suggest something moving forward."
2384,4.508921146392822,31,That's a good sign that she has not blocked you completely. Have you tried reaching out to her via text or video chat?,4.562929153442383,31,That's a good sign that she has been able to connect with you.
2386,4.435502052307129,6,I would definitely recommend seeking help sooner rather than later!,4.292118549346924,6,I am sorry to hear that. Do you have any friends or family that you can talk to about this?
2387,4.5392537117004395,10,I think it will get better. I think we all need to be kind and remember that we all are going through the same thing.,4.529458045959473,10,i think things will get better. I think we all need to be kind and remember that we all are going through the same thing.
2388,4.438323020935059,4,I am sorry to hear that. Do you have any friends or family you can talk to?,4.4443359375,4,I am sorry to hear that. Can you tell me more about it?
2389,4.388587474822998,15,I think it's a very bad idea where you live. It's not like you are alone in this.,4.461178302764893,15,I think it's a very bad idea where you live. I think you should keep pushing.
2390,4.575546741485596,32,I can understand how that feels. I have had friends who treat me like that. Have you tried to talk to her about it?,4.5910491943359375,32,I think it would be better to talk to her first before you try to talk about it.
2391,4.306610584259033,11,I understand. I have been in a similar situation. I know how hard it can be to break up with someone.,4.359848499298096,11,It's really sad. But don't worry. You can explain feelings to her. She may change her mind
2392,4.416417598724365,9,I understand how nerve wrecking this is. Do you have any friends or family that you can talk to about this?,4.387265682220459,9,I understand how nerve wrecking this is. Have you tried talking to your boss about it?
2393,4.692066669464111,19,I have been in relationships where I have been cheated on. I have found that it is very easy to find someone who is more than willing to give you a little help.,4.5903215408325195,19,I have been in a similar situation. I had to go through a breakup and find out what was going on.
2394,4.725793361663818,26,"I understand it's hard to get out of the house, but I think you can do it",4.715808391571045,26,"I understand it's hard to travel right now, but I think you can do it"
2395,4.669532775878906,28,I can understand that. It's been awhile for both of us. Do you have any friends that you can talk to?,4.748291969299316,28,That's a good idea. I think you can do it.
2396,4.266327381134033,34,I can understand how that would be hard. I've been in a similar situation.,4.395389556884766,34,I'm sorry to hear that. I know how you feel.
2397,4.539185047149658,20,I understand. Have you tried talking to your partner about this?,4.560788631439209,20,I can understand that. Have you tried talking to your partner about your feelings?
2399,4.423916816711426,9,I think you are already on the right track. I just know you can get better at it.,4.406473636627197,9,I think that is a great idea!
2400,4.76693868637085,25,i think that you are really doing the right thing by going to therapy and getting help from someone who cares about you,4.676427364349365,25,you sound like you are really embarrassed because your partner made a choice that wasn't you
2401,4.515509128570557,17,That's a long time. I have been in a similar situation myself.,4.621056079864502,17,That's a long time. I can understand how you feel.
2404,4.708358287811279,30,"I can understand that. I have been in a similar situation, and I know how stressful it can be.",4.638119697570801,30,I can understand how that would be stressful. Have you tried looking online?
2406,4.713511943817139,12,I think that's a really good idea. I've found that being alone is a great way to connect with people. Have you tried to talk to your friends about this?,4.730809688568115,12,I see. So you feel as though you don't have the courage to go out and meet people?
2408,4.537123680114746,23,"I know it can be hard to start with a lot of things, but I think you can start with small things!",4.4831671714782715,23,I think it might be helpful to start with a small area that you have a lot of ideas for.
2409,4.795900821685791,44,I am glad I could help.,4.780690670013428,44,I think you should try it. It will help you a lot.
2410,4.611315727233887,13,I am glad that you are talking to me. Is there anything else I can help you with?,4.632020473480225,13,I am glad that you are reaching out for help. I hope you can find some good friends to talk to.
